Datetime,Open,High,Low,Close,Adj Close,Volume,20SMA,BollingerU,BollingerL,RSI,MA20,MA5
2021-10-11 00:00:00+01:00,54955.71875,54974.1171875,54474.94921875,54771.578125,54771.578125,0,,,,,,
2021-10-11 01:00:00+01:00,54734.125,55197.1015625,54519.765625,55180.32421875,55180.32421875,422596608,,,,,,
2021-10-11 02:00:00+01:00,55182.57421875,55581.171875,55152.45703125,55420.22265625,55420.22265625,0,,,,,,
2021-10-11 03:00:00+01:00,55412.20703125,55790.5,55370.359375,55790.5,55790.5,0,,,,,,
2021-10-11 04:00:00+01:00,55818.2109375,56652.30078125,55721.57421875,56476.23046875,56476.23046875,1132040192,,,,,,55527.77109375
2021-10-11 05:00:00+01:00,56529.94921875,56715.328125,56390.1796875,56469.45703125,56469.45703125,1766322176,,,,,,55867.346875
2021-10-11 06:00:00+01:00,56473.83203125,56587.890625,56203.86328125,56546.84375,56546.84375,0,,,,,,56140.65078125
2021-10-11 07:00:00+01:00,56535.33203125,56728.453125,56535.33203125,56728.453125,56728.453125,2315206656,,,,,,56402.296875
2021-10-11 08:00:00+01:00,56724.359375,56964.66015625,56633.4375,56828.77734375,56828.77734375,803266560,,,,,,56609.95234375
2021-10-11 09:00:00+01:00,56831.0546875,56863.67578125,56347.01953125,56515.87109375,56515.87109375,0,,,,,,56617.88046875
2021-10-11 10:00:00+01:00,56563.09765625,56724.47265625,56429.34765625,56498.26171875,56498.26171875,0,,,,,,56623.64140625
2021-10-11 11:00:00+01:00,56516.08984375,56544.5234375,56288.390625,56288.390625,56288.390625,0,,,,,,56571.95078125
2021-10-11 12:00:00+01:00,56209.765625,56640.59375,55922.66015625,56456.203125,56456.203125,2686443520,,,,,,56517.50078125
2021-10-11 13:00:00+01:00,56428.11328125,56522.15625,56194.8203125,56462.37109375,56462.37109375,157519872,,,,,,56444.21953125
2021-10-11 14:00:00+01:00,56473.1875,57386.78125,56473.1875,57213.44140625,57213.44140625,1409466368,,,,82.29339240010026,,56583.73359375
2021-10-11 15:00:00+01:00,57235.765625,57616.265625,57079.1171875,57466.48828125,57466.48828125,1023688704,,,,84.19680004693527,,56777.37890625
2021-10-11 16:00:00+01:00,57464.3359375,57599.19140625,57248.1015625,57518.984375,57518.984375,248172544,,,,84.56743406813885,,57023.49765625
2021-10-11 17:00:00+01:00,57515.39453125,57741.18359375,57261.31640625,57302.9765625,57302.9765625,190251008,,,,76.60601854469527,,57192.85234375
2021-10-11 18:00:00+01:00,57294.32421875,57500.2109375,57224.33984375,57442.453125,57442.453125,97529856,,,,78.04338959473725,,57388.86875
2021-10-11 19:00:00+01:00,57443.58984375,57572.04296875,57341.8671875,57430.48828125,57430.48828125,125775872,56540.4158203125,,,77.6029024922605,56540.4158203125,57432.278125
2021-10-11 20:00:00+01:00,57398.91015625,57793.0390625,57391.73828125,57531.56640625,57531.56640625,574095360,56678.415234375,,,78.69680027327598,56678.415234375,57445.29375
2021-10-11 21:00:00+01:00,57505.4140625,57505.4140625,56893.390625,57399.46875,57399.46875,0,56789.3724609375,,,73.63514280361696,56789.3724609375,57421.390625
2021-10-11 22:00:00+01:00,57337.31640625,57407.05859375,57037.1640625,57184.7265625,57184.7265625,0,56877.59765625,,,66.18287812359881,56877.59765625,57397.740625
2021-10-11 23:00:00+01:00,57174.5390625,57327.97265625,57092.10546875,57204.6796875,57204.6796875,0,56948.306640625,,,66.5219111676881,56948.306640625,57350.1859375
2021-10-12 00:00:00+01:00,57201.83984375,57484.7890625,57127.48828125,57484.7890625,57484.7890625,0,56998.7345703125,,,70.92825067333558,56998.7345703125,57361.04609375
2021-10-12 01:00:00+01:00,57526.83203125,57526.83203125,56692.19921875,56926.06640625,56926.06640625,0,57021.5650390625,,,55.294798205330245,57021.5650390625,57239.94609375
2021-10-12 02:00:00+01:00,56953.23828125,57143.515625,56784.44921875,57109.32421875,57109.32421875,0,57049.6890625,,,58.52391879633295,57049.6890625,57181.9171875
2021-10-12 03:00:00+01:00,57095.109375,57154.9453125,56714.3046875,56747.49609375,56747.49609375,104939520,57050.6412109375,,,50.73218232167948,57050.6412109375,57094.47109375
2021-10-12 04:00:00+01:00,56787.11328125,56789.35546875,56471.56640625,56662.609375,56662.609375,0,57042.3328125,57397.208925377745,56687.45669962225,49.08121576177005,57042.3328125,56986.05703125
2021-10-12 05:00:00+01:00,56700.67578125,57044.08203125,56621.734375,56997.33203125,56997.33203125,0,57066.405859375,57328.35592012092,56804.45579862908,55.26347265563681,57066.405859375,56888.565625
2021-10-12 06:00:00+01:00,56992.390625,57553.484375,56630.453125,57527.32421875,57527.32421875,226304000,57117.858984375,57315.02855309531,56920.68941565469,62.93675976450673,57117.858984375,57008.8171875
2021-10-12 07:00:00+01:00,57429.78515625,57627.87890625,57192.2265625,57233.34375,57233.34375,0,57165.106640625,57327.13125604645,57003.082025203556,57.08758565389344,57165.106640625,57033.62109375
2021-10-12 08:00:00+01:00,57228.55859375,57473.87890625,57219.125,57398.265625,57398.265625,0,57212.209765625,57368.96198691675,57055.45754433324,59.36894022053161,57212.209765625,57163.775
2021-10-12 09:00:00+01:00,57375.71484375,57593.18359375,57306.7265625,57499.23046875,57499.23046875,0,57264.052734375,57440.281660236215,57087.823808513785,60.74482894039181,57264.052734375,57331.09921875
2021-10-12 10:00:00+01:00,57510.3125,57545.1328125,56855.16015625,56908.33984375,56908.33984375,0,57248.79765625,57432.68244826481,57064.912864235186,50.06060749222393,57248.79765625,57313.30078125
2021-10-12 11:00:00+01:00,56958.83203125,57222.56640625,56739.40234375,57192.35546875,57192.35546875,643616768,57235.091015625,57415.74025326724,57054.44177798276,54.227902087839425,57235.091015625,57246.30703125
2021-10-12 12:00:00+01:00,57218.90234375,57376.97265625,57069.48046875,57259.546875,57259.546875,0,57222.119140625,57394.99215401509,57049.24612723491,55.18076745883015,57222.119140625,57251.54765625
2021-10-12 13:00:00+01:00,57258.7890625,57295.890625,56840.4453125,56954.28125,56954.28125,0,57204.684375,57359.81509610948,57049.553653890514,50.079910710230884,57204.684375,57162.75078125
2021-10-12 14:00:00+01:00,56919.7109375,57418.1875,56919.7109375,57052.9765625,57052.9765625,310960128,57185.210546875,57307.759019281824,57062.66207446818,51.63650827380466,57185.210546875,57073.5
2021-10-12 15:00:00+01:00,57001.33203125,57089.12109375,56276.890625,56276.890625,56276.890625,10416128,57127.5306640625,57225.91942768516,57029.141900439834,40.84980068573091,57127.5306640625,56947.21015625
2021-10-12 16:00:00+01:00,56425.2890625,56584.55078125,56163.265625,56329.828125,56329.828125,415633408,57067.44375,57187.027850624196,56947.8596493758,41.74374992976454,57067.44375,56774.7046875
2021-10-12 17:00:00+01:00,56316.375,56353.91015625,55889.6953125,56040.33984375,56040.33984375,312967168,56999.4873046875,57170.98574214269,56827.98886723231,38.33204919223423,56999.4873046875,56530.86328125
2021-10-12 18:00:00+01:00,55950.453125,56025.08203125,55602.09765625,55932.8125,55932.8125,328941568,56936.8916015625,57162.79515094737,56710.98805217763,37.11854027708753,56936.8916015625,56326.56953125
2021-10-12 19:00:00+01:00,55931.83984375,56003.609375,55595.53515625,55693.03125,55693.03125,0,56861.3091796875,57134.75386533756,56587.86449403744,34.495952339973684,56861.3091796875,56054.58046875
2021-10-12 20:00:00+01:00,55608.65234375,55849.82421875,55318.5859375,55366.58984375,55366.58984375,0,56755.39921875,57088.22639113127,56422.572046368725,31.257968863286735,56755.39921875,55872.5203125
2021-10-12 21:00:00+01:00,55344.93359375,55567.7734375,54477.97265625,55377.44140625,55377.44140625,876912640,56677.96796875,57062.650116018915,56293.28582148109,31.4881891841583,56677.96796875,55682.04296875
2021-10-12 22:00:00+01:00,55396.109375,56062.6640625,55150.52734375,55999.35546875,55999.35546875,0,56622.46953125,57041.33188372779,56203.6071787722,43.22390530302101,56622.46953125,55673.84609375
2021-10-12 23:00:00+01:00,56076.6796875,56358.56640625,56076.6796875,56310.1640625,56310.1640625,46342144,56600.6029296875,57026.45241250185,56174.75344687315,48.01636145648465,56600.6029296875,55749.31640625
2021-10-13 00:00:00+01:00,56393.08203125,56519.54296875,56041.05859375,56041.05859375,56041.05859375,0,56569.525390625,56979.18207992305,56159.86870132695,44.512934658246905,56569.525390625,55818.921875
2021-10-13 01:00:00+01:00,56038.2578125,56486.6640625,55942.74609375,56411.41796875,56411.41796875,0,56540.2296875,56922.61049015149,56157.848884848514,49.927781039925065,56540.2296875,56027.8875
2021-10-13 02:00:00+01:00,56415.0703125,56499.34765625,56156.6328125,56249.83203125,56249.83203125,0,56476.355078125,56831.433461813205,56121.2766944368,47.738854045489774,56476.355078125,56202.365625
2021-10-13 03:00:00+01:00,56267.71875,56404.78125,56222.90234375,56404.78125,56404.78125,339599360,56434.926953125,56759.4252398908,56110.42866635921,50.00249656515725,56434.926953125,56283.45078125
2021-10-13 04:00:00+01:00,56407.80078125,56433.06640625,56255.671875,56270.265625,56270.265625,0,56378.526953125,56672.48130812762,56084.57259812238,48.05646981576305,56378.526953125,56275.47109375
2021-10-13 05:00:00+01:00,56263.80078125,56353.23046875,56069.73828125,56069.73828125,56069.73828125,27697152,56307.05234375,56583.594817986836,56030.50986951317,45.23045996229968,56307.05234375,56281.20703125
2021-10-13 06:00:00+01:00,56080.08203125,56155.84375,55232.375,55232.375,55232.375,40894464,56223.2541015625,56516.70241635366,55929.80578677134,35.77080120778666,56223.2541015625,56045.3984375
2021-10-13 07:00:00+01:00,55118.69140625,55528.17578125,54946.79296875,55402.6484375,55402.6484375,636325888,56133.76875,56465.890300530584,55801.64719946942,38.58364848681673,56133.76875,55875.96171875
2021-10-13 08:00:00+01:00,55410.9140625,55477.1796875,54653.71875,54794.00390625,54794.00390625,61915136,56010.4916015625,56403.79684351035,55617.18635961465,33.01745008360385,56010.4916015625,55553.80625
2021-10-13 09:00:00+01:00,54680.48046875,55303.72265625,54627.7265625,54693.12890625,54693.12890625,87736320,55897.433984375,56352.13450531493,55442.73346343507,32.188626048922316,55897.433984375,55238.37890625
2021-10-13 10:00:00+01:00,54645.5546875,54947.32421875,54370.97265625,54910.62109375,54910.62109375,761368576,55790.3162109375,56301.16683730593,55279.465584569065,35.92338977623251,55790.3162109375,55006.55546875
2021-10-13 11:00:00+01:00,54917.25390625,55164.32421875,54504.921875,54639.02734375,54639.02734375,0,55708.423046875,56256.502842821865,55160.34325092814,33.44615281247687,55708.423046875,54887.8859375
2021-10-13 12:00:00+01:00,54676.50390625,55209.9609375,54558.71875,55152.25390625,55152.25390625,331919360,55649.5443359375,56218.522957828456,55080.56571404654,41.636554491270644,55649.5443359375,54837.80703125
2021-10-13 13:00:00+01:00,55204.828125,55330.75,54864.640625,54997.48046875,54997.48046875,23232512,55597.4013671875,56163.3187932828,55031.4839410922,40.03641017901998,55597.4013671875,54878.50234375
